,username,bio,profile_url,location,website
729,nadams,"mp for selby & ainsty. for constituency casework, email nigel.adams.mp@parliament.uk",https://twitter.com/nadams,,https://t.co/oaUDkH87ef
730,meg_hilliermp,"labour and co-op mp for hackney south and shoreditch.

constituents please email meg.hillier.mp@parliament.uk",https://twitter.com/Meg_HillierMP,,https://t.co/NfdYO8RDzb
731,cherylgillan,conservative mp for chesham and amersham all enquiries to gillanc@parliament.uk with name & address and phone number,https://twitter.com/CherylGillan,westminster sw1 0aa,https://t.co/4mllwyCh2W
732,mpiainds,"conservative mp for chingford & woodford green, please email iain.duncansmith.mp@parliament.uk for any casework related enquiries",https://twitter.com/MPIainDS,"london, england",https://t.co/b25XtALQco
733,davidjonesmp,conservative mp for clwyd west / aelod seneddol ceidwadol dros orllewin clwyd. deputy chairman of the european research group. retweets do not imply approval.,https://twitter.com/DavidJonesMP,north wales and westminster,https://t.co/SYkTWJrlki
734,lucyallan,"mp for telford. campaigning on everything telford also: justice for victims, patient safety, cse, justice for sub-postmasters lucy.allan.mp@parliament.uk",https://twitter.com/lucyallan,telford,https://t.co/Hv5FYOHaS1
735,carolynharris24,welsh labour mp for swansea east | deputy leader of welsh labour,https://twitter.com/carolynharris24,"swansea, wales",https://t.co/ZnY3gfxhYo
736,tommysheppard,snp mp for edinburgh east and constitutional affairs spokesperson. i am unable to reply to tweets or dms. please email: tommy.sheppard.mp@parliament.uk.,https://twitter.com/TommySheppard,"edinburgh, scotland",https://t.co/g1rcBt7Aa6
737,bbradley_mans,"mp for mansfield. leader of @nottscc 

cannot take casework via twitter, please email ben.bradley.mp@parliament.uk",https://twitter.com/BBradley_Mans,"mansfield, england",https://t.co/RnbVsdWfsa
738,shabanamahmood,labour mp for birmingham ladywood and national campaign coordinator,https://twitter.com/ShabanaMahmood,birmingham ladywood,https://t.co/KXuZzY5gf8
739,huwmerriman,"mp for the bexhill and battle constituency. minister of state for rail and hs2. 
for replies, please email: huw.merriman.mp@parliament.uk",https://twitter.com/HuwMerriman,bexhill and battle,https://t.co/pcm0iy83zN
740,scullyp,minister for london; minister for tech & digital economy; mp for sutton & cheam. casework & detailed convos best via email - info@scully.org.uk,https://twitter.com/scullyp,"sutton, uk",https://t.co/9bw1TUtl3W
741,keeleymp,labour mp for worsley & eccles south. shadow minister for the arts and civil society.,https://twitter.com/KeeleyMP,,https://t.co/HLODF1RLnB
742,iainastewart,"mp for milton keynes south & transport select committee chair.
likes and rts mean interest, not endorsement.
for casework & enquires, contact my office.",https://twitter.com/iainastewart,milton keynes,https://t.co/zUfZLbfCTs
743,apsanabegummp,labour mp for poplar & limehouse | education committee | chair appg domestic abuse & violence | casework & enquiries by email at apsana.begum.mp@parliament.uk |,https://twitter.com/ApsanaBegumMP,east london ,https://t.co/2RSvsm0U6D
744,seanfrasermp,"(he/him)
mp / deputé, central nova 🇨🇦

minister of immigration, refugees and citizenship / ministre de l'immigration, des réfugiés et de la citoyenneté",https://twitter.com/SeanFraserMP,central nova,https://t.co/GIWyxEKybk
745,emmahardymp,labour mp for #hull west and hessle | #methodist mum of 2 lovely girls | once a teacher... | for constituency issues email: emma.hardy.mp@parliament.uk,https://twitter.com/EmmaHardyMP,"hessle & hull, england",https://t.co/gJsICgqE0E
746,simonclarkemp,@conservatives mp for middlesbrough south and east cleveland.,https://twitter.com/SimonClarkeMP,,https://t.co/hx8bvyuwTP
747,annemariemorris,mp for newton abbot. queries: annemarie.morris.mp@parliament.uk / 01626 368277,https://twitter.com/AnneMarieMorris,"newton abbot, england",https://t.co/3mC1ddOZWr
748,william_wragg,mp for the hazel grove constituency. @commonspacac chairman. for advice & queries please email william@williamwragg.org.uk or telephone 0161 427 0660,https://twitter.com/William_Wragg,"marple, united kingdom",https://t.co/FaWAYzc1KA
749,amcarmichaelmp,"mp for orkney and shetland, liberal democrat spokesperson on home affairs, justice and northern ireland",https://twitter.com/amcarmichaelMP,uk,https://t.co/f3C15Z0wJ2
750,neill_bob,"mp for bromley & chislehurst. chair @commonsjustice and @socconlaw, co-chair @appgforlondon. please send all constituent enquiries to bob.neill.mp@parliament.uk",https://twitter.com/neill_bob,bromley & chislehurst,https://t.co/ifg2aBvdaL
751,karenpbuckmp,labour mp westminster north. shadow dwp minister. live locally? please raise issues via email at buckk@parliament.uk as i can’t do casework on twitter. thanks!,https://twitter.com/KarenPBuckMP,,http://www.karenbuck.org.uk
752,bimafolami,father to three boys. husband to hetti. mp for #hitchin & #harpenden.,https://twitter.com/BimAfolami,hertfordshire/westminster,https://t.co/pcNO21cggs
753,sheryllmurray,conservative mp for se cornwall,https://twitter.com/sheryllmurray,"millbrook, south east cornwall",https://t.co/VKTgiQ4ROQ
754,mariacaulfield,"conservative mp for lewes, nurse, health minister and in my spare time i look after some sheep! please contact me via email for constituency queries.",https://twitter.com/mariacaulfield,"lewes, england",https://t.co/48syS3l8Nl
755,alexsobel,lab & coop mp for leeds north west | alex@alexsobel.co.uk | shadow minister for environment | @alexsobel@mastodon.world,https://twitter.com/alexsobel,leeds,https://t.co/hXaliv2T4O
756,paulblomfieldmp,labour mp for sheffield central. please email paul.blomfield.mp@parliament.uk with casework and other enquiries.,https://twitter.com/PaulBlomfieldMP,sheffield,https://t.co/gNyA6tDLtC
757,vickyfoxcroft,"labour mp for lewisham deptford & shadow minister for disabled people. for enquiries/assistance, pls email vicky.foxcroft.mp@parliament.uk or call 020 8469 4638",https://twitter.com/vickyfoxcroft,"london, england",https://t.co/5n6p2P0sZx
758,jamesmorris,mp for halesowen & rowley regis and member of the health & social care select committee. if you require a response please email james.morris.mp@parliament.uk,https://twitter.com/JamesMorris,halesowen & rowley regis,https://t.co/EJu87TRgIm
759,justinmadders,labour mp for ellesmere port & neston.shadow employment rights minister. i do not see all replies-constituents please email justin.madders.mp@parliament.uk,https://twitter.com/justinmadders,ellesmere port & neston,https://t.co/TxzJyJe8Gi
760,davidrutley,mp for macclesfield. fcdo minister for americas & caribbean. if you are a constituent please email casework or policy issues to david.rutley.mp@parliament.uk,https://twitter.com/DavidRutley,macclesfield,https://t.co/RRLHePcuO3
761,andrewbowie_mp,mp for west aberdeenshire and kincardine. minister in department for energy security and net zero. 'a one man rebuke to declinists' (quentin letts),https://twitter.com/AndrewBowie_MP,aberdeenshire,https://t.co/mNWl2J0hO1
762,sarahowen_,labour mp for luton north | shadow minister for local government & faith | chair of @esea4labour 🇬🇧🇲🇾,https://twitter.com/SarahOwen_,"luton, england",
763,marcusfysh,"mp for yeovil, chard, crewkerne, ilminster, ilchester and villages of south somerset. resident casework/reply pls email marcus.fysh.mp@parliament.uk",https://twitter.com/MarcusFysh,south somerset & london area,https://t.co/blAInzOsBs
764,ajonesmp,"mp for harrogate and knaresborough.
to contact me please email andrew.jones.mp@parliament.uk.",https://twitter.com/AJonesMP,,https://t.co/RVlJXxzNrt
765,davidtcdavies,conservative mp for monmouth | secretary of state for wales @ukgovwales | for constituency casework/a reply please email or phone👇david.davies.mp@parliament.uk,https://twitter.com/DavidTCDavies,"monmouth, monmouthshire",https://t.co/1pj8xKfO98
766,stevereedmp,"labour mp for croydon north. shadow secretary of state for justice & shadow lord chancellor. 020 7219 7297 steve.reed.mp@parliament.uk
slava ukraini 🇺🇦🇬🇧",https://twitter.com/SteveReedMP,london ,https://t.co/oOutC54Pd7
767,ruthcadbury,proud labour mp since 2015 for brentford & isleworth (inc hounslow osterley & chiswick)  for news & sign-up for regular updates please see my website  👇🏻,https://twitter.com/RuthCadbury,"brentford, uk",https://t.co/O4y4cNVsKp
768,alexchalkchelt,mp for cheltenham. minister of state at ministry of defence. alex.chalk.mp@parliament.uk.,https://twitter.com/AlexChalkChelt,cheltenham,https://t.co/eTBtmKaaGc
769,emmalewellbuck,labour mp for south shields🌹 contact me: 📧 emma.lewell-buck.mp@parliament.uk 📞01914271240,https://twitter.com/EmmaLewellBuck,south shields,https://t.co/Xb8fWippOD
770,laboursj,"mp for croydon central. shadow minister for policing and the fire service. founder, appg on knife crime. lifelong #croydon resident, campaigner, mum. #labour",https://twitter.com/LabourSJ,"croydon, london",https://t.co/neWETNTZ7b
771,brinemp,tweets from my work in westminster as mp for winchester & chandler’s ford. chair of the health & social care select committee.,https://twitter.com/BrineMP,"winchester, uk",https://t.co/B9E2pXYz0k
772,ianbyrnemp,"labour member of parliament for liverpool west derby. mp of the year 2022, chair @nowhillsborough, lead #righttofood, co-founder @sfoodbanks",https://twitter.com/IanByrneMP,"west derby, liverpool",https://t.co/6IxduWcdlO
773,acunninghammp,labour mp for stockton north | shadow justice minister for courts and sentencing | email: alex.cunningham.mp@parliament.uk | please email (not dm) enquiries,https://twitter.com/ACunninghamMP,stockton north,https://t.co/gsNtZF4gZ4
774,gareththomasmp,"labour & co-op mp for harrow west; shadow minister for international trade. if you have a casework matter, please e-mail me on: gareth.thomas.mp@parliament.uk",https://twitter.com/GarethThomasMP,,https://t.co/kR7tlfhiDk
775,hollylynch5,"mp for halifax + shadow security minister. if you require assistance, please email holly.lynch.mp@parliament.uk or call hx 399 513",https://twitter.com/HollyLynch5,"halifax, west yorkshire",https://t.co/CEjZ0wX1od
776,iowbobseely,"mp for the isle of wight: best job in the world. islanders, please email me on bob.seely.mp@parliament.uk

i also chair russia and ukraine parliamentary groups",https://twitter.com/IoWBobSeely,isle of wight,https://t.co/A8CkbpCF3j
777,barrysheerman,"labour and co-operative mp for huddersfield.

social enterpriser and campaigner.

please email me at barry.sheerman.mp@parliament.uk for all enquiries.",https://twitter.com/BarrySheerman,huddersfield,https://t.co/OySjp7Nz10
778,rachaelmaskell,rachael maskell labour & co-operative mp for york central. campaigning for a fairer society. email to raise anything: rachael.maskell.mp@parliament.uk,https://twitter.com/RachaelMaskell,york,https://t.co/mxsjN1697q
779,jochurchill_mp,"vice chamberlain of hm household & mp for bury st edmunds, stowmarket, needham market & villages. constituents can contact me at jo.churchill.mp@parliament.uk",https://twitter.com/Jochurchill_MP,bury st edmunds,https://t.co/WWY1YIUznL
780,kimleadbeater,proud mp for #batleyandspen constituents with casework please email kim.leadbeater.mp@parliament.uk,https://twitter.com/kimleadbeater,west yorkshire,
781,votepursglove,"mp for corby & east northamptonshire - for any queries or casework, please email pursglovet@parliament.uk. minister of state for disabled people, health & work.",https://twitter.com/VotePursglove,corby & east northamptonshire,https://t.co/wHkKlqpXUB
782,john4carlisle,"mp for carlisle. chair of the nrg. replies, tweet & dms not monitored. if you are a constituent & you have casework /queries email office@johnstevensonmp.co.uk",https://twitter.com/John4Carlisle,"carlisle, england",https://t.co/wtRCNREVKb
783,libdemdaisy,"mp for #stalbans | @libdems deputy leader and health & social care spokesperson | for casework/enquiries, email daisy.cooper.mp@parliament.uk | she/her",https://twitter.com/libdemdaisy,st albans,
784,leodochertyuk,"mp for the aldershot constituency since 2017 • europe minister, @fcdogovuk • if you need a reply, please use 👉🏻 https://t.co/4ztkc25cqf",https://twitter.com/LeoDochertyUK,aldershot,https://t.co/QfmruXHYBZ
785,taiwoowatemi,🌹labour mp for coventry north west | 👩🏿‍⚕️nhs cancer pharmacist | 📧 taiwo.owatemi.mp@parliament.uk ☎️ 024 7767 2089,https://twitter.com/TaiwoOwatemi,"coventry, england",https://t.co/dbTRKSVXTu
786,toniaantoniazzi,"mp for gower 🌹. shadow minister for northern ireland and shadow whip.  rts are not endorsements. for casework queries, email tonia.antoniazzi.mp@parliament.uk",https://twitter.com/ToniaAntoniazzi,gower,https://t.co/qsoOvW1LlF
787,imran_hussainmp,"@uklabour mp for bradford east & shadow employment rights and protections minister. for casework & enquiries, please contact imran.hussain.mp@parliament.uk",https://twitter.com/Imran_HussainMP,bradford | london,https://t.co/oOpZzHJjll
788,abenaopp,lab mp for erith & thamesmead | shadow exchequer secretary | constituents email here: abena.oppongasare.mp@parliament.uk | chair of @labourwomensnet |@e_tlabour,https://twitter.com/abenaopp,"england, united kingdom",https://t.co/qcY1an1cWl
789,_oliviablake,"labour mp for sheffield hallam | chair of send appg and co-chair of appg on migration | fighting for climate justice🌹✊

she/her | olivia.blake.mp@parliament.uk",https://twitter.com/_OliviaBlake,sheffield,https://t.co/g0NHvWo84z
790,cwhittaker_mp,"conservative mp for calder valley in west yorkshire. for queries, please email craig.whittaker.mp@parliament.uk for a response. no response via twitter.",https://twitter.com/CWhittaker_MP,calder valley,https://t.co/xVlgtKarwl
791,judithcollinsmp,"authorised by hon judith collins, mp for papakura, 98 great south rd, papakura. former loto, & cabinet minister, lawyer, author, mum,wife. loves science & tech.",https://twitter.com/JudithCollinsMP,new zealand,https://t.co/x5advKjgm7
792,timwilsonmp,"fmr assistant minister & liberal mp | dees man | author, new social contract | fmr human rights cmsr",https://twitter.com/TimWilsonMP,"brighton east, vic",https://t.co/518tMQtrsa
793,paulbristow79,"@conservatives mp for #peterborough pps to secretary of state for dsit,  #proudofpeterborough constituency matters, email paul.bristow.mp@parliament.uk #ycfc",https://twitter.com/paulbristow79,,https://t.co/DFxfEqZ1ZY
794,john2win,@scottories mp for the borders. fighting against indyref2. @govuk minister at the scotland office.,https://twitter.com/John2Win,"coldstream, berwickshire",https://t.co/uHkIzC171l
795,annamcmorrin,labour mp for cardiff north | shadow minister for victims and youth justice 🌹 any queries contact: anna.mcmorrin.mp@parliament.uk,https://twitter.com/AnnaMcMorrin,"wales, united kingdom",https://t.co/MeMDLEjWvh
796,offord4hendon,"conservative mp for the hendon constituency - including burnt oak, colindale, edgware, mill hill and west hendon. for constituency enquiries please email.",https://twitter.com/Offord4Hendon,"hendon, london",https://t.co/RbiWzFeFVu
797,niagriffithmp,labour mp for the llanelli constituency,https://twitter.com/NiaGriffithMP,llanelli,https://t.co/Bawz9DbFX9
798,karinsmyth,labour mp bristol south. member @commonspacac.v-c @britishirishpa if you are a constituent please email: karin.smyth.mp@parliament.uk,https://twitter.com/karinsmyth,bristol,https://t.co/FSw7vCy2Vg
799,mikelakemp,🇨🇦 conservative mp (edmonton-wetaskiwin). father of 2 great kids. @ualberta. oilers/jays.,https://twitter.com/MikeLakeMP,"edmonton, alberta, canada",https://t.co/HdeK3Dq8CX
800,blaenaugwentmp,"labour mp for blaenau gwent. member - public accounts committee. 
for responses to policy issues or casework please email me at nick.smith.mp@parliament.uk",https://twitter.com/BlaenauGwentMP,,https://t.co/NTzmh97Oxy
801,waynedavid_mp,"labour mp for caerphilly. former shadow foreign, commonwealth & development minister for the middle east and north africa. was, labour wales office minister.",https://twitter.com/WayneDavid_MP,"caerphilly, wales",https://t.co/tr0Y0l9Ag5
802,cmonaghansnp,mp for glasgow north west. for constituent enquiries please email carol.monaghan.mp@parliament.uk,https://twitter.com/CMonaghanSNP,"whiteinch, glasgow, scotland",https://t.co/xwHuPdUsUX
803,michaeltakemp,the former conservative mp for dorset east. 🇬🇧,https://twitter.com/MichaelTakeMP,"gussage all saints, dorset.",
804,cpjelmore,henry’s dad | labour mp for ogmore | vice chair @uklabour | opposition whip,https://twitter.com/CPJElmore,,https://t.co/UYeLkRv8Bd
805,markjenkinsonmp,"@conservatives mp for workington. rt ≠ endorsement. replies, tweets & dms not monitored. casework and queries instead to office@mark-jenkinson.co.uk",https://twitter.com/markjenkinsonmp,"workington, cumbria",https://t.co/p5cqhIjdHo
806,hasmukhpatelmp,"mp (loksabha)- ahmedabad east , gujarat",https://twitter.com/hasmukhpatelmp,ahmedabad,
807,danalbas,"cpc mp central okanagan-similkameen-nicola. i have faith in 🇨🇦 & canadians. more accountable government, technological progress & economic growth? yes, please",https://twitter.com/DanAlbas,"west kelowna, bc canada",https://t.co/RiA9euoFMz
808,alexgreenwich,"mp for sydney, chair environment & planning committee, alex@alexgreenwich.com #vote1alex authorised by adam worling, 55 brisbane st, surry hills, nsw 201o",https://twitter.com/AlexGreenwich,"sydney, australia",https://t.co/9icRxO2RpJ
809,feryalclark,🌹 @uklabour mp for enfield north | shadow minister for primary care & patient safety | 💻 contact: feryal.clark.mp@parliament.uk,https://twitter.com/FeryalClark,"enfield, london ",https://t.co/SSyklU1o8k
810,ajrichardsonmp,"conservative mp for guildford, cranleigh and our villages. pps to steve barclay at dhsc.  please email angela.richardson.mp@parliament.uk if you need my help.",https://twitter.com/AJRichardsonMP,"guildford, england",https://t.co/wHY6kfnf6U
811,y_fovarguemp,labour mp for makerfield. constituent email. yvonne.fovargue.mp@parliament.uk,https://twitter.com/Y_FovargueMP,wigan,https://t.co/rJg6qCQqck
812,craig4nwarks,"mp for north warwickshire & bedworth. chair of the parliamentary groups on breast cancer, golf, insurance & women & enterprise. pls email if response required.",https://twitter.com/craig4nwarks,north warwickshire & bedworth,https://t.co/PK0Qnop7IE
813,tony4rochdale,labour mp for rochdale. please email casework enquiries to tony.lloyd.mp@parliament.uk,https://twitter.com/tony4rochdale,"rochdale, greater manchester",https://t.co/0hxVaca4Rw
814,putneyfleur,"labour mp standing up for putney, southfields and roehampton. shadow paymaster general. for casework or invites please email: fleur.anderson.mp@parliament.uk",https://twitter.com/PutneyFleur,"london, england",https://t.co/6gyOpTmBPO
815,christian4burys,labour mp for #burysouth #radcliffe #prestwich #whitefield #unsworth #ainsworth #simister for a response please email: christian.wakeford.mp@parliament.uk,https://twitter.com/Christian4BuryS,"bury, england",https://t.co/jyYIHqaQ66
816,jamesmurray_ldn,labour/co-op mp for ealing north. shadow financial secretary to the treasury. for help with any issues or questions email james.murray.mp@parliament.uk,https://twitter.com/jamesmurray_ldn,"london, england",https://t.co/2XG0G5AojY
817,scottmann4nc,mp for north cornwall & government whip // for constituent casework please email: scott@scottmann.org.uk,https://twitter.com/scottmann4NC,north cornwall & westminster,https://t.co/fTxWHqsqgT
818,wera_hobhouse,"mp for bath, liberal democrat spokesperson for energy, climate & transport.
please contact me at office@werahobhouse.co.uk if you would like to get in touch.",https://twitter.com/Wera_Hobhouse,bath,https://t.co/p35VDl9YAE
819,deidrebrock,snp mp for edinburgh north and leith. shadow leader of the house & cop spokesperson full contact details on my website - https://t.co/8if2v4298c,https://twitter.com/DeidreBrock,edinburgh,https://t.co/8IF2V4298c
820,munirawilson,mp for twickenham. lib dem education spokesperson. please email me on munira.wilson.mp@parliament.uk if you require a reply.,https://twitter.com/munirawilson,"whitton, london",https://t.co/huz7rRTDuz
821,janetdaby,labour & co-op mp for lewisham east | mum of two | tweets own | all enquiries please email janet.daby.mp@parliament.uk,https://twitter.com/JanetDaby,catford,https://t.co/mzHPNvMHKi
822,paulabarkermp,labour mp for liverpool wavertree. shadow minister for homelessness & rough sleeping. for casework enquiries please email: paula.barker.mp@parliament.uk,https://twitter.com/PaulaBarkerMP,wavertree,https://t.co/zUwJVfiwNg
823,clairecoutinho,"minister @educationgovuk, conservative mp for east surrey. for constituency matters, please email claire.coutinho.mp@parliament.uk.",https://twitter.com/ClaireCoutinho,,
824,mikeamesburymp,"proud labour mp for weaver vale. for help and answers see 'get in touch' page on my website, link below. i can't always respond here.",https://twitter.com/MikeAmesburyMP,weaver vale,https://t.co/J6rEyUU897
825,nigelmp,mp for the glorious ribble valley since 1992,https://twitter.com/nigelmp,ribble valley,https://t.co/24uYUKjoJq
826,gavnewlandssnp,"proud mp 4 paisley & renfrewshire n.
prouder husband to lynn, and dad to emma & eilidh
'world class darts player'- russ bray
📧 gavin.newlands.mp@parliament.uk",https://twitter.com/GavNewlandsSNP,"renfrewshire, scotland, e.u.",https://t.co/KroDgpaubf
827,chrislawsnp,"proud @thesnp mp dundee west, snp international engagement ambassador, member international development select committee, nec member, mostly vegan",https://twitter.com/ChrisLawSNP,"dundee, scotland",https://t.co/n04Jgr8NEm
828,julianhillmp,"federal member for bruce, australian parliament authorised by j hill mp alp dandenong",https://twitter.com/JulianHillMP,australia,https://t.co/nNpAKlC9z3
829,rajkumarchahar9,"lok sabha mp - fatehpur sikri (up). 
राष्ट्रीय अध्यक्ष - भाजपा किसान मोर्चा। 
जय जवान-जय किसान, भारत माता की जय।",https://twitter.com/Rajkumarchahar9,"agra, india",https://t.co/hRiftgC9KK
830,jessicamordenmp,labour mp for newport east | shadow deputy leader of the house | pps to keir starmer | jessica.morden.mp@parliament.uk for casework or queries 🌹🏴󠁧󠁢󠁷󠁬󠁳󠁿,https://twitter.com/jessicamordenmp,newport ,https://t.co/c6KoHxnRBP
831,kate_hollernmp,@uklabour mp for blackburn. for casework please contact kate.hollern.mp@parliament.uk please note i only take up cases of constituents who reside in blackburn.,https://twitter.com/Kate_HollernMP,"blackburn, england",https://t.co/4iEECVIDMr
832,officialmpteam,mp motorsport is a racing family. winning is in our blood.,https://twitter.com/OfficialMPteam,the netherlands,https://t.co/xl7zBHcQ8o
833,grahamperrettmp,"mp moreton; lawyer; teacher; husband; dad; author - 12th fish; big fig; solid rock. authorised: g perrett, alp, brisbane. retweets might be a mistake.",https://twitter.com/GrahamPerrettMP,brisbane ,https://t.co/UJwMBSIR07
834,chrisstephens,"chris stephens is the snp mp for the glasgow south west. for constituency enquiries, please email chris.stephens.mp@parliament.uk or phone 0141 883 0875",https://twitter.com/ChrisStephens,"glasgow, scotland",https://t.co/AjzTmT8j0w
835,marykfoy,"@uklabour mp for city of durham 🌹 socialist. trade unionist. love singing, solidarity & hope. for casework: mary.foy.mp@parliament.uk or 0191 374 1915",https://twitter.com/marykfoy,"north east, england",https://t.co/Y3eKxOaDnK
836,stuart_mcdonald,"@thesnp mp for cumbernauld, kilsyth & kirkintilloch east. shadow justice & immigration spokesperson. 01236 453 969 / stuart.mcdonald.mp@parliament.uk",https://twitter.com/Stuart_McDonald,"cumbernauld, scotland",https://t.co/lO914fjPGO
837,cmramesh_mp,mp - rajya sabha | karyakartha - @bjp4india | chairman - rajyasabha house committee | member - public accounts committee (pac) | honorary doctorate from blde |,https://twitter.com/CMRamesh_MP,kadapa /hyderabad /new delhi,https://t.co/09O56UbLJF
838,drlukeevans,"conservative mp for bosworth. doctor (gp). 
for casework/policy please email: luke.evans.mp@parliament.uk",https://twitter.com/drlukeevans,england,https://t.co/AsRCtyI12k
839,clareoneilmp,"mp for hotham. minister for home affairs. minister for cyber security. authorised by c.o'neil, alp, oakleigh",https://twitter.com/ClareONeilMP,"melbourne, victoria",https://t.co/0ODZgLtDPX
840,eastantrimmp,democratic unionist party mp for east antrim | larne office: 028 2826 7722 | carrick office: 028 9336 4615 | casework email: barronj@parliament.uk,https://twitter.com/eastantrimmp,larne ,https://t.co/Gr2oB3VWdt
841,margaretferrier,mp rutherglen & hamilton west. if a constituent email: margaret.ferrier.mp@parliament.uk like rt ≠end,https://twitter.com/MargaretFerrier,scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺🎗,
842,cajardinemp,"liberal democrat mp edinburgh west, spokesperson for cabinet office, women and equalities and scotland",https://twitter.com/cajardineMP,"scotland, united kingdom",
843,kirstenoswald,mp for east renfrewshire | women & equalities spokesperson | snp business convener | kirsten.oswald.mp@parliament.uk | own views,https://twitter.com/kirstenoswald,east renfrewshire,https://t.co/1n09WGuCZg
844,jamie4north,"mp for caithness, sutherland and easter ross | lib dem spokesperson for digital, culture, media and sports | he/him",https://twitter.com/Jamie4North,"tain, scotland",https://t.co/E0Suv8I297
845,nicola4wbe,conservative mp for west bromwich east.trustee of @wbafoundation. pps to the leader of the house. nicola.richards.mp@parliament.uk for all enquiries.,https://twitter.com/Nicola4WBE,"west bromwich, england",https://t.co/YU0aUKUF5o
846,matthewguymp,victorian liberal leader. mp for bulleen. https://t.co/edabaoazex https://t.co/hwweqar1gu,https://twitter.com/MatthewGuyMP,"melbourne, australia.",
847,kimjohnsonmp,labour mp for liverpool riverside 🌹former @northwestunison shop steward. community activist. for all enquires please contact kim.johnson.mp@parliament.uk,https://twitter.com/KimJohnsonMP,"liverpool, england",
848,hwendec,mp kuwadzana east constituency ),https://twitter.com/hwendec,"harare, zimbabwe",https://t.co/Jpo6RAE0cA
849,bren4bassetlaw,@conservatives mp for bassetlaw 🏹🌳 no dms please. contact brendan.clarkesmith.mp@parliament.uk,https://twitter.com/Bren4Bassetlaw,,
850,annemclaughlin,snp mp for glasgow north east. email anne.mclaughlin.mp@parliament.uk in case we don't spot tweets.,https://twitter.com/AnneMcLaughlin,glasgow,
851,simonlightwood,proud to be the labour & cooperative mp for wakefield. shadow transport minister. for casework please contact simon.lightwood.mp@parliament.uk 🌈,https://twitter.com/simonlightwood,wakefield / westminster,https://t.co/tbtIL8V4IT
852,martyndaysnp,"snp mp for linlithgow and east falkirk. tweets by martyn and team, video at https://t.co/sv8lpk28qr. enquiries via 01506 243959 or mail@martynday.scot",https://twitter.com/MartynDaySNP,linlithgow and east falkirk,https://t.co/R7zUqTuXhu
853,malahoofortemp,minister of legal & constitutional affairs of jamaica (frmr atty gen)| mp st jameswc | vicechair pn on worldbank&imf | ygl,https://twitter.com/MalahooForteMP,jamaica,
854,bethwintermp,i am the labour mp for my home constituency cynon valley 🌹,https://twitter.com/BethWinterMP,cynon valley,https://t.co/f9nOyGb7dS
855,davidlinden,mp for glasgow east • @thesnp spokesperson for social justice • chair @appgpoverty • member of @commonsworkpen,https://twitter.com/DavidLinden,carntyne,https://t.co/khOdWjOGiI
856,darreng_henry,member of parliament for broxtowe • former raf squadron leader • per ardua ad astra • casework & enquiries 👉🏿darren.henry.mp@parliament.uk,https://twitter.com/DarrenG_Henry,"broxtowe, united kingdom",https://t.co/1HyrygZ1PP
857,jennyleong,"(she/her) @greens/@greensnsw mp for newtown. 9517 2800. and remember, don’t be a racist 🙅🏻‍♀️

 https://t.co/brbb9qql2b",https://twitter.com/jennyleong,newtown,https://t.co/5U1X8M4nTp
858,petergrantmp,"snp mp for glenrothes & central fife, elected 2015, 2017 and 2019. retweets not and endorsement etc.",https://twitter.com/PeterGrantMP,central fife,https://t.co/Z9UlorA9Kg
859,rach_hopkins,labour mp for luton south | shadow minister for veterans and defence people | @pcs_union & @unitetheunion | rachel.hopkins.mp@parliament.uk | rt ≠ endorsement,https://twitter.com/rach_hopkins,luton,https://t.co/yPpixKHCeY
860,drewhendrysnp,"mp for inverness, nairn, badenoch & strathspey | snp foreign affairs spokesperson
honorary consul to embassy of romania 🇷🇴  @scots_choice podcast host🎙",https://twitter.com/drewhendrySNP,the highlands,https://t.co/PbhqFCyhQ7
861,pgibsonsnp,snp mp for north ayrshire & arran. views expressed are my own. scottish & european. enquiries to patricia.gibson.mp@parliament.uk,https://twitter.com/PGibsonSNP,kilbirnie,
862,marionfellows,mp for motherwell & wishaw. snp westminster spokesperson on disabilities. chair of the post offices appg. mum and granny. snp trade union group & snp cnd member,https://twitter.com/marionfellows,wishaw,https://t.co/60q3tOFPEh
863,alanbrownsnp,mp for kilmarnock & loudoun. long-suffering killie fan. constituents do not hesitate to get in touch: alan.brown.mp@parliament.uk / 01563 501412,https://twitter.com/AlanBrownSNP,galston/kilmarnock/westminster,https://t.co/99W2vv4TQt
864,anumsnp,snp mp for airdrie and shotts | notifications off | constituents please email anum.mp@parliament.uk,https://twitter.com/AnumSNP,"scotland, europe",https://t.co/dGgSJ8TxcM
865,scottbentonmp,@conservatives mp for blackpool south. casework https://t.co/jj3kj6pdum @spursofficial season ticket holder,https://twitter.com/ScottBentonMP,"blackpool, england",https://t.co/95XpJGwFCg
866,amycallaghansnp,@thesnp mp for east dunbartonshire | proud dog mum to alfie 🐶 constituents please email amy.callaghan.mp@parliament.uk,https://twitter.com/AmyCallaghanSNP,east dunbartonshire,https://t.co/OBjjPBXTDx
867,parliamentofrsa,"the official twitter feed of parliament of the republic of south africa. we pass laws, oversee executive action & facilitate public participation.",https://twitter.com/ParliamentofRSA,"cape town, south africa",http://t.co/uD1MdEgq7K
868,parliament_ug,"parliament derives its mandate & functions from the 1995 constitution, the laws of uganda & its rules of procedure. speakers: @anitahamong & @thomas_tayebwa",https://twitter.com/Parliament_Ug,p.o. box 7178 kampala.,https://t.co/CjzNE8m1uO
